,CompanyName,Location,Experience,Skills,Job Description,Posted Date
98,Alstom Projects India Ltd.,,0 - 3 yrs,"devops, shell scripting, big data, python, github, dash, algorithms, conference, scala, sql, database, git, linux, cloud computing, problem solving, team player, machine learning, infrastructure","Leading societies to a low carbon future , Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation. Our produ... More Details",Posted few days ago
99,SRINSOFT TECHNOLOGIES,Chennai,3 - 5 yrs,"algorithms, bi, sql, hadoop, big data, python, machine learning","Requirements 3 - 5 years of experienceQualification Bachelor's Degree in a quantitative field ( Computer Science , Engineering , Mathematics , Statistics , Applied Statis... More Details",Posted few days ago
100,WALMART INDIA,,2 - 5 yrs,"algorithms, information technology, ensemble, sql, data structures, hadoop, big data, cloud services, natural language processing, information retrieval, microsoft azure, machine learning, mapreduce","Location SUNNYVALE , CACareer Area Data Science and AnalyticsJob Function -Employment Type Regular / PermanentPosition Type SalaryWhat you'll do atWhat you'll do... Position:... More Details",Posted 3 days ago
101,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 1 day ago
102,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
103,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
104,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
105,LogicPlum Private Limited,Canada,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
106,LogicPlum Private Limited,France,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
107,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
108,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
109,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 2 days ago
110,Cellworks,,0 - 3 yrs,"algorithms, python, data mining, machine learning, nosql, d3.js, java, data structures, mysql","DATA SCIENTIST Requirements and Qualification: Proven experience as a Machine Learning Engineer or similar roleUnderstanding of data structures , data modeling and software a... More Details",Posted few days ago
111,ion trading india pvt. ltd.,Italy,0 - 3 yrs,"hive, cloudera, algorithms, data mining, dbms, sql, java, xml, mysql, hadoop, big data, hbase, python, microsoft azure, problem solving, impala, machine learning, hdfs","About us:Cedacri is part of ION Group , a community of visionary innovators , dedicated to providing pioneering software and consultancy services to financial institutions ,... More Details",Posted 5 days ago
112,TandA HR Solutions,Panchkula,3 - 5 yrs,"algorithms, docker, sql, productionenvironment, natural languageprocessing, data structures, hadoop, python, information retrieval, problem solving, machine learning",Qualification GraduationLocation PanchkulaJD for Data Science / ML Engineer:Responsibilities: Productionize ML / AI models around semantic understanding and personalizationw... More Details,Posted few days ago
113,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 3 days ago
114,demoport,Chennai,3 - 5 yrs,"data mining, problem solving, sql, cassandra, system architecture, hdfs, hadoop","Key Responsibilities Work with the Product Team on designing , building and deploying scalable data analysis systems for large datasets.use advanced analytics , data mining ... More Details",Posted few days ago
115,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 4 days ago
116,aeries technology group  ( sabre industries ),"Hyderabad/Secunderabad, Mumbai, Bengaluru / Bangalore",5 - 8 yrs,"hive, fundamentals, algorithms, information technology, data mining, bi, sql, data extraction, atg, mongodb, python, rdbms, machine learning, nosql, cassandra, infrastructure","Job Responsibilities:This position is responsible for evaluating , supporting , and developing BI / Analytics / ML solutions through consulting and partnering with interna... More Details",Posted few days ago
117,CTE,,20 - 23 yrs,"fundamentals, algorithms, python, machine learning, debugging, big data","The ideal candidate will have a bachelor's / master's / Ph.D. in data science , statistics , or related discipline with 3-5 years of experience or a master's degree with 2-3... More Details",Posted few days ago
118,nutanxt technologies,Pune,1 - 4 yrs,"data sources, deploying application, methods using advanced",Hands-on experience in building and deploying application scorecards ( preferably lending business ) using some of the latest machine learning models.Work on modelling proje... More Details,Posted few days ago
119,pratibha analytics,Hyderabad/Secunderabad,3 - 20 yrs,"advanced analytics, sas, data science, spss","Requirements3-20 years experience , with strong focus on statistics , mathematics and computer science skills. Responsibilities include , design and delivery of leading Ana... More Details",Posted few days ago
120,GenieTalk,Indore,0 - 3 yrs,"hive, algorithms, data mining, lucene, sql, pig, docker, d3.js, java, git, mongodb, python, natural language processing, svn, machine learning","Description We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data , and help us make smarter decisions to deliver even... More Details",Posted few days ago
121,ispatial techno solutions pvt ltd.,Hyderabad/Secunderabad,7 - 10 yrs,"algorithms, c , scala, data mining, sql, java, mysql, hadoop, middleware, python, oracle, mq, nosql","Desired Requirements: Graduate degree in Data Science or another quantitative field is preferred.7 years of experience in applications development in a complex , multi-platfo... More Details",Posted few days ago
122,APPLYCUP HIRING SOLUTIONS LLP,Ahmedabad,5 - 10 yrs,"algorithms, data mining, storage, database, security, debugging, api, big data, python, machine learning","Qualification : BSc / BA in Computer Science , Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred. Experience : 5 - 10 Ye... More Details",Posted few days ago
123,Alstom Projects India Ltd.,,0 - 3 yrs,"devops, shell scripting, big data, python, github, dash, algorithms, conference, scala, sql, database, git, linux, cloud computing, problem solving, team player, machine learning, infrastructure","Leading societies to a low carbon future , Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation. Our produ... More Details",Posted few days ago
124,SRINSOFT TECHNOLOGIES,Chennai,3 - 5 yrs,"algorithms, bi, sql, hadoop, big data, python, machine learning","Requirements 3 - 5 years of experienceQualification Bachelor's Degree in a quantitative field ( Computer Science , Engineering , Mathematics , Statistics , Applied Statis... More Details",Posted few days ago
125,WALMART INDIA,,2 - 5 yrs,"algorithms, information technology, ensemble, sql, data structures, hadoop, big data, cloud services, natural language processing, information retrieval, microsoft azure, machine learning, mapreduce","Location SUNNYVALE , CACareer Area Data Science and AnalyticsJob Function -Employment Type Regular / PermanentPosition Type SalaryWhat you'll do atWhat you'll do... Position:... More Details",Posted 3 days ago
126,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 1 day ago
127,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
128,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
129,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
130,LogicPlum Private Limited,Canada,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
131,LogicPlum Private Limited,France,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
132,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
133,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
134,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 2 days ago
135,Cellworks,,0 - 3 yrs,"algorithms, python, data mining, machine learning, nosql, d3.js, java, data structures, mysql","DATA SCIENTIST Requirements and Qualification: Proven experience as a Machine Learning Engineer or similar roleUnderstanding of data structures , data modeling and software a... More Details",Posted few days ago
136,ion trading india pvt. ltd.,Italy,0 - 3 yrs,"hive, cloudera, algorithms, data mining, dbms, sql, java, xml, mysql, hadoop, big data, hbase, python, microsoft azure, problem solving, impala, machine learning, hdfs","About us:Cedacri is part of ION Group , a community of visionary innovators , dedicated to providing pioneering software and consultancy services to financial institutions ,... More Details",Posted 5 days ago
137,TandA HR Solutions,Panchkula,3 - 5 yrs,"algorithms, docker, sql, productionenvironment, natural languageprocessing, data structures, hadoop, python, information retrieval, problem solving, machine learning",Qualification GraduationLocation PanchkulaJD for Data Science / ML Engineer:Responsibilities: Productionize ML / AI models around semantic understanding and personalizationw... More Details,Posted few days ago
138,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 3 days ago
139,demoport,Chennai,3 - 5 yrs,"data mining, problem solving, sql, cassandra, system architecture, hdfs, hadoop","Key Responsibilities Work with the Product Team on designing , building and deploying scalable data analysis systems for large datasets.use advanced analytics , data mining ... More Details",Posted few days ago
140,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 4 days ago
141,aeries technology group  ( sabre industries ),"Hyderabad/Secunderabad, Mumbai, Bengaluru / Bangalore",5 - 8 yrs,"hive, fundamentals, algorithms, information technology, data mining, bi, sql, data extraction, atg, mongodb, python, rdbms, machine learning, nosql, cassandra, infrastructure","Job Responsibilities:This position is responsible for evaluating , supporting , and developing BI / Analytics / ML solutions through consulting and partnering with interna... More Details",Posted few days ago
142,CTE,,20 - 23 yrs,"fundamentals, algorithms, python, machine learning, debugging, big data","The ideal candidate will have a bachelor's / master's / Ph.D. in data science , statistics , or related discipline with 3-5 years of experience or a master's degree with 2-3... More Details",Posted few days ago
143,nutanxt technologies,Pune,1 - 4 yrs,"data sources, deploying application, methods using advanced",Hands-on experience in building and deploying application scorecards ( preferably lending business ) using some of the latest machine learning models.Work on modelling proje... More Details,Posted few days ago
144,pratibha analytics,Hyderabad/Secunderabad,3 - 20 yrs,"advanced analytics, sas, data science, spss","Requirements3-20 years experience , with strong focus on statistics , mathematics and computer science skills. Responsibilities include , design and delivery of leading Ana... More Details",Posted few days ago
145,GenieTalk,Indore,0 - 3 yrs,"hive, algorithms, data mining, lucene, sql, pig, docker, d3.js, java, git, mongodb, python, natural language processing, svn, machine learning","Description We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data , and help us make smarter decisions to deliver even... More Details",Posted few days ago
146,ispatial techno solutions pvt ltd.,Hyderabad/Secunderabad,7 - 10 yrs,"algorithms, c , scala, data mining, sql, java, mysql, hadoop, middleware, python, oracle, mq, nosql","Desired Requirements: Graduate degree in Data Science or another quantitative field is preferred.7 years of experience in applications development in a complex , multi-platfo... More Details",Posted few days ago
147,APPLYCUP HIRING SOLUTIONS LLP,Ahmedabad,5 - 10 yrs,"algorithms, data mining, storage, database, security, debugging, api, big data, python, machine learning","Qualification : BSc / BA in Computer Science , Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred. Experience : 5 - 10 Ye... More Details",Posted few days ago
148,Alstom Projects India Ltd.,,0 - 3 yrs,"devops, shell scripting, big data, python, github, dash, algorithms, conference, scala, sql, database, git, linux, cloud computing, problem solving, team player, machine learning, infrastructure","Leading societies to a low carbon future , Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation. Our produ... More Details",Posted few days ago
149,SRINSOFT TECHNOLOGIES,Chennai,3 - 5 yrs,"algorithms, bi, sql, hadoop, big data, python, machine learning","Requirements 3 - 5 years of experienceQualification Bachelor's Degree in a quantitative field ( Computer Science , Engineering , Mathematics , Statistics , Applied Statis... More Details",Posted few days ago
150,WALMART INDIA,,2 - 5 yrs,"algorithms, information technology, ensemble, sql, data structures, hadoop, big data, cloud services, natural language processing, information retrieval, microsoft azure, machine learning, mapreduce","Location SUNNYVALE , CACareer Area Data Science and AnalyticsJob Function -Employment Type Regular / PermanentPosition Type SalaryWhat you'll do atWhat you'll do... Position:... More Details",Posted 3 days ago
151,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 1 day ago
152,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
153,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
154,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
155,LogicPlum Private Limited,Canada,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
156,LogicPlum Private Limited,France,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
157,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
158,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
159,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 2 days ago
160,Cellworks,,0 - 3 yrs,"algorithms, python, data mining, machine learning, nosql, d3.js, java, data structures, mysql","DATA SCIENTIST Requirements and Qualification: Proven experience as a Machine Learning Engineer or similar roleUnderstanding of data structures , data modeling and software a... More Details",Posted few days ago
161,ion trading india pvt. ltd.,Italy,0 - 3 yrs,"hive, cloudera, algorithms, data mining, dbms, sql, java, xml, mysql, hadoop, big data, hbase, python, microsoft azure, problem solving, impala, machine learning, hdfs","About us:Cedacri is part of ION Group , a community of visionary innovators , dedicated to providing pioneering software and consultancy services to financial institutions ,... More Details",Posted 5 days ago
162,TandA HR Solutions,Panchkula,3 - 5 yrs,"algorithms, docker, sql, productionenvironment, natural languageprocessing, data structures, hadoop, python, information retrieval, problem solving, machine learning",Qualification GraduationLocation PanchkulaJD for Data Science / ML Engineer:Responsibilities: Productionize ML / AI models around semantic understanding and personalizationw... More Details,Posted few days ago
163,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 3 days ago
164,demoport,Chennai,3 - 5 yrs,"data mining, problem solving, sql, cassandra, system architecture, hdfs, hadoop","Key Responsibilities Work with the Product Team on designing , building and deploying scalable data analysis systems for large datasets.use advanced analytics , data mining ... More Details",Posted few days ago
165,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 4 days ago
166,aeries technology group  ( sabre industries ),"Hyderabad/Secunderabad, Mumbai, Bengaluru / Bangalore",5 - 8 yrs,"hive, fundamentals, algorithms, information technology, data mining, bi, sql, data extraction, atg, mongodb, python, rdbms, machine learning, nosql, cassandra, infrastructure","Job Responsibilities:This position is responsible for evaluating , supporting , and developing BI / Analytics / ML solutions through consulting and partnering with interna... More Details",Posted few days ago
167,CTE,,20 - 23 yrs,"fundamentals, algorithms, python, machine learning, debugging, big data","The ideal candidate will have a bachelor's / master's / Ph.D. in data science , statistics , or related discipline with 3-5 years of experience or a master's degree with 2-3... More Details",Posted few days ago
168,nutanxt technologies,Pune,1 - 4 yrs,"data sources, deploying application, methods using advanced",Hands-on experience in building and deploying application scorecards ( preferably lending business ) using some of the latest machine learning models.Work on modelling proje... More Details,Posted few days ago
169,pratibha analytics,Hyderabad/Secunderabad,3 - 20 yrs,"advanced analytics, sas, data science, spss","Requirements3-20 years experience , with strong focus on statistics , mathematics and computer science skills. Responsibilities include , design and delivery of leading Ana... More Details",Posted few days ago
170,GenieTalk,Indore,0 - 3 yrs,"hive, algorithms, data mining, lucene, sql, pig, docker, d3.js, java, git, mongodb, python, natural language processing, svn, machine learning","Description We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data , and help us make smarter decisions to deliver even... More Details",Posted few days ago
171,ispatial techno solutions pvt ltd.,Hyderabad/Secunderabad,7 - 10 yrs,"algorithms, c , scala, data mining, sql, java, mysql, hadoop, middleware, python, oracle, mq, nosql","Desired Requirements: Graduate degree in Data Science or another quantitative field is preferred.7 years of experience in applications development in a complex , multi-platfo... More Details",Posted few days ago
172,APPLYCUP HIRING SOLUTIONS LLP,Ahmedabad,5 - 10 yrs,"algorithms, data mining, storage, database, security, debugging, api, big data, python, machine learning","Qualification : BSc / BA in Computer Science , Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred. Experience : 5 - 10 Ye... More Details",Posted few days ago
173,Alstom Projects India Ltd.,,0 - 3 yrs,"devops, shell scripting, big data, python, github, dash, algorithms, conference, scala, sql, database, git, linux, cloud computing, problem solving, team player, machine learning, infrastructure","Leading societies to a low carbon future , Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation. Our produ... More Details",Posted few days ago
174,SRINSOFT TECHNOLOGIES,Chennai,3 - 5 yrs,"algorithms, bi, sql, hadoop, big data, python, machine learning","Requirements 3 - 5 years of experienceQualification Bachelor's Degree in a quantitative field ( Computer Science , Engineering , Mathematics , Statistics , Applied Statis... More Details",Posted few days ago
175,WALMART INDIA,,2 - 5 yrs,"algorithms, information technology, ensemble, sql, data structures, hadoop, big data, cloud services, natural language processing, information retrieval, microsoft azure, machine learning, mapreduce","Location SUNNYVALE , CACareer Area Data Science and AnalyticsJob Function -Employment Type Regular / PermanentPosition Type SalaryWhat you'll do atWhat you'll do... Position:... More Details",Posted 3 days ago
176,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 1 day ago
177,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
178,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
179,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
180,LogicPlum Private Limited,Canada,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
181,LogicPlum Private Limited,France,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
182,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
183,LogicPlum Private Limited,,4 - 7 yrs,"artificial intelligence, sql, database, data structures, technical skills, python, machine learning","Minimum QualificationsMaster's degree in a quantitative discipline ( e.g. , Statistics , Operations Research , Bioinformatics , Economics , Computational Biology , Comp... More Details",Posted few days ago
184,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 2 days ago
185,Cellworks,,0 - 3 yrs,"algorithms, python, data mining, machine learning, nosql, d3.js, java, data structures, mysql","DATA SCIENTIST Requirements and Qualification: Proven experience as a Machine Learning Engineer or similar roleUnderstanding of data structures , data modeling and software a... More Details",Posted few days ago
186,ion trading india pvt. ltd.,Italy,0 - 3 yrs,"hive, cloudera, algorithms, data mining, dbms, sql, java, xml, mysql, hadoop, big data, hbase, python, microsoft azure, problem solving, impala, machine learning, hdfs","About us:Cedacri is part of ION Group , a community of visionary innovators , dedicated to providing pioneering software and consultancy services to financial institutions ,... More Details",Posted 5 days ago
187,TandA HR Solutions,Panchkula,3 - 5 yrs,"algorithms, docker, sql, productionenvironment, natural languageprocessing, data structures, hadoop, python, information retrieval, problem solving, machine learning",Qualification GraduationLocation PanchkulaJD for Data Science / ML Engineer:Responsibilities: Productionize ML / AI models around semantic understanding and personalizationw... More Details,Posted few days ago
188,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 3 days ago
189,demoport,Chennai,3 - 5 yrs,"data mining, problem solving, sql, cassandra, system architecture, hdfs, hadoop","Key Responsibilities Work with the Product Team on designing , building and deploying scalable data analysis systems for large datasets.use advanced analytics , data mining ... More Details",Posted few days ago
190,PAGO Analytics,Hyderabad/Secunderabad,2 - 5 yrs,"image processing, algorithms, python, c , c, data mining, team player, machine learning, logical thinking, infrastructure, system architecture",Key Responsibilities -Develop robust machine learning modelsExtract huge volumes of data from multiple internal and external sources.develop data pipelines and... More Details,Posted 4 days ago
191,aeries technology group  ( sabre industries ),"Hyderabad/Secunderabad, Mumbai, Bengaluru / Bangalore",5 - 8 yrs,"hive, fundamentals, algorithms, information technology, data mining, bi, sql, data extraction, atg, mongodb, python, rdbms, machine learning, nosql, cassandra, infrastructure","Job Responsibilities:This position is responsible for evaluating , supporting , and developing BI / Analytics / ML solutions through consulting and partnering with interna... More Details",Posted few days ago
192,CTE,,20 - 23 yrs,"fundamentals, algorithms, python, machine learning, debugging, big data","The ideal candidate will have a bachelor's / master's / Ph.D. in data science , statistics , or related discipline with 3-5 years of experience or a master's degree with 2-3... More Details",Posted few days ago
193,nutanxt technologies,Pune,1 - 4 yrs,"data sources, deploying application, methods using advanced",Hands-on experience in building and deploying application scorecards ( preferably lending business ) using some of the latest machine learning models.Work on modelling proje... More Details,Posted few days ago
194,pratibha analytics,Hyderabad/Secunderabad,3 - 20 yrs,"advanced analytics, sas, data science, spss","Requirements3-20 years experience , with strong focus on statistics , mathematics and computer science skills. Responsibilities include , design and delivery of leading Ana... More Details",Posted few days ago
195,GenieTalk,Indore,0 - 3 yrs,"hive, algorithms, data mining, lucene, sql, pig, docker, d3.js, java, git, mongodb, python, natural language processing, svn, machine learning","Description We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data , and help us make smarter decisions to deliver even... More Details",Posted few days ago
